"ڪيچان اوري ڪيتِرِيون، مَعذُورِيُون مُيُون،
واٽُون وِيهَه ٿِيُون، ڪُهُه ڄاڻان ڪيهِيءَ وِيا.",Shah Bhitai
"ڀانيُمِ جي سَرِواڻَ، ڇُلائِيندَمِ ڇَپَرين،
کانيَمِ هوند پَلاڻَ، اُٺَ گُڏايَم اُنِ جا.",Shah Bhitai
"وَرَ وَراڪا وِچَ ۾، لَکين آڏا لَڪ،
هُو جي آڏا حَقَ، سي ڪَندا ڪوهُه ڪَندِيَنِ کي؟",Shah Bhitai
"وارو! وَرُ وَٺِي وِيا، جابِرَ ڪَري جورُ،
بيدِي ٿِي ڀَنڀورُ، حَشَرُ ڪَري هَلِيا.",Shah Bhitai
"وارو! ور وٺي ويا، ڪَري ڏيرَ ڏَمَرُ،
هاڻي ٿِيو حَشَرُ، پُنا قولَ قِيامَ جا.",Shah Bhitai
"وارو! وَرُ وَٺِي وِيا، جوري سين جابِرَ،
صَبُرُ ڪيئن صابِر! اَچي عَجِيبَنِ ري.",Shah Bhitai
"سَنجهي مُون نَه سَنڀالِيو، تَه ڪِي اوٺِي ڪَندا ايئن،
ڪُهِي ڪَميڻِي ڪيئن، جَڏِي راتِ جَتَنِ ڪِي!",Shah Bhitai
"سَنجهي مُون نَه سَنڀالِيو، صُبُحِ سارِيَمِ سُورَ،
جَتَنِ لاءِ ضَرُورَ، گَهڻا گهارِيَمِ ڏينهڙا.",Shah Bhitai
"آڌِيءَ اوءِ اُٿِي وِيا، ڪَرُ رَکِيائُون ڪيچَ،
ٻاروچاڻي پيچَ، مُنهِنجو مَنُ مُنجهائيو!",Shah Bhitai
"سَسُئِي لَنگِهيو سو، مَردَ جنهن ماتُ ڪِيا،
جَبَلُ وَڏو جو، نُوڻِ مِڙوئِي نينهن کي.",Shah Bhitai
"جَبَلُ ماري جَکَ، جو آڏو آرِيچَنِ کي،
توڻي لَڪَنِ لَکَ، سَڀ لَنگِهيندِيَسِ سِڪَ سين.",Shah Bhitai
"جَڏِهن پيئِي ڇَٽَ، ڇَپَرِ هوتَ پُنهُونءَ جي،
پَرَهي وِيٺيُون پَٽَ، گُوندرَ لَٿا گولِين.",Shah Bhitai
"جَڏِهن سُتِيُون جي، پَٿَرِ پيرَ ڊِگها ڪَري،
تَڏِهن تَنِين کي، ساٿَ سُتيئِي ڇَڏِيو.",Shah Bhitai
"ڏُونگَرَ! مُون نه ڏُکوءِ، آنءُ اَڳَ ڏُکوئي آهِيان،
سارِيان ڪونَه سُکوءِ، سُورَ گَهڻييِي سَنڀَران.",Shah Bhitai
"ڏُونگَرَ! ڏُکِ پَئِي، ڪِيَمِ توسين ڳالهه،
پاڻا آئُون مُئِي، سُورُ سُڻائي پرينءَ جو!",Shah Bhitai
"ڏُونگَرَ! ڏُکويُون، تو ۾ اورَڻَ آئِيُون،
جي اَچَنِ ڦوڙائيون، ڏِجَنِ دِلاسا تَنِ کي.",Shah Bhitai
"ڏُونگَرَ! ڏِيهاڻِي، پاڻُ مَٿان تو گهورِيان،
تو مَنجِهه رِهاڻِي، سَدا ٻاروچَنِ جِي.",Shah Bhitai
"ڪي جي ڪَڍِيا پارَ، ڏُکي، ڏُونگَرَ پاڻَ ۾،
سُڻِي سا تَنوارَ، مِرُون پِيا مامِري.",Shah Bhitai
"ڏُونگَرَ ڀُونييٖنِ ڪِيرَ، سَڄَڻَ ميخُون ڏُونگَرين،
هَهِڙا سيڻَ سُڌِيرَ، ڪينَ لَهندينءَ ڪي ٻِيا.",Shah Bhitai
"ٻَئِي ويٺا رُونِ، ڏُکِي، ڏُونگَرُ پاڻَ ۾،
ڪنهن کي ڪِينَ چُونِ، مَنجِهنِ جو پِرِيتَڻُو.",Shah Bhitai
"اَڄُ پُڻِ ويٺو روءِ، ڏُکِيءَ، ڏُونگَرُ پاڻَ ۾،
ڪوهِياريٖ جو ڪوءِ، اَچِي سُورُ اُڌَمِيو.",Shah Bhitai
"مون کي ڇَڏِ مَ ڇَپَرين، هوتاڻِيءَ هِنَ هَنڌ،
توسين پُوندِيَسِ پَنڌِ، ڏِيندِيَسِ باههِ ڀَنڀورَ کي.",Shah Bhitai
"مون کي ڇَڏِ مَ ڇَپَريٖن، هاتِڪ هوتاڻِي!
توهِين لَئٖي کاڻِي، ڏُکِي ڏوري ڏُونگَرين.",Shah Bhitai
"مون کي ڇَڏِ مَ ڇَپَريٖن، پوءِ رَهايَسِ ’پاڻ‘،
جي ڀُلايُون ڀاڻِ، تَنِ کي رَسُ، رَسِيلا! راهَ ۾.",Shah Bhitai
"پَرتَوو پُنهُونءَ جو، ڪِين ڇائِين، ڪِين اُسَ،
قرِيبِاڻِي ڪُسَ آهي ڪَر ٻَڪَرڙي.",Shah Bhitai
"پَرتَوو پُنهُونءَ جو، جُهڙَ جيئن جهالا ڏي،
آئون تنهن آرِيءَ کي، وَٺِيو راهه، رُئان گَهڻُو.",Shah Bhitai
"ڪنهن پَرِ رُوئان پرينءَ کي روئي نَه ڄاڻان،
مَٿي ڪِيو ڀُڻان، هَنجَنِ - هاڻا هَٿَڙا.",Shah Bhitai
"ڪنهن پَرِ رُوئان پِرِينءَ کي، پارُ نَه ڄاڻان پَنڌُ،
ڪيچِيَنِ ڪارَڻِ ڪَنڌُ، نايو ٿِي نعرو هَڻان.",Shah Bhitai
"ڪنهن پَرِ رَوئان پرين کي، رُوئَڻُ مون رياءُ،
بَرَنِ مَنجِهه بُڪاءُ، ٻِيءَ ڀت ٻُڌُمِ، جيڏِيُون!",Shah Bhitai
"ٻيون ڏيئِي ٻَنِ کي، هَلِجِ پاسي هيڪَ،
وَرُ نه سَهي وِيڪَ، تُون ٽيڏِي! ٽِيايُون ڪَرين!",Shah Bhitai
"اڃَا تُون اَواٽَ، واٽان پاسي ويسَرِي،
سُونهِين ٿيءُ سُواٽَ، ته مَنجهان دِلِ دَڳُ لَهِين.",Shah Bhitai
"پاهِين، پَسِي پَٻُ، مَتان ڪا، مُنڌ ڏِييٖن،
اَڳِيان ڪَئو مَ ڪَٻُ، اِيءُ قالِي آڏو ڪيچَ کي.",Shah Bhitai
"ڏاڍِي لُڪَ لَڪَنِ جِي، پَٽَنِ پوءِ پَچاءُ،
ڇَپَرَ ڪوسو واءُ، هَرِيا تو نيڻَ ڪِيا.",Shah Bhitai
"لَڙُ مَ، لاڙائُو ٿِيو گُهتُون گوهِيُون ڇَڏِ،
لاهِه مَ لَڏو، لَڏِ، تَه ڳاڙهـٖي سِڄِ ڳالِهه مِڙين.",Shah Bhitai
"لَڙُ مَ، لاڙائُو ٿِيو، وَرَ چُونڊِيندِي وَڃُ،
آهي اِيءُ اُهڃُ، هاڙهي هَلَندِيَنِ جو.",Shah Bhitai
"اُلَهِي سِجَ اويرَ مَ ڪرِ مَعذُورِيَنِ تي،
پَسِي مَران پيرَ، ڏُونگَرَ ٻاروچَنِ جا!",Shah Bhitai
"وِيو ٻاروچو نِڪَرِي، هاڻي ڪَرِيان ڪيئنءَ؟
سِجَ اُلٿـٖي سيئن، سَٽُون ڏينديَسِ سُڃَ ۾.",Shah Bhitai
"ڪِين ڌَرَتَتِي، ماءِ! ڪِين ڄَرَ سَندِي سَڄَڻين،
هَلي ۽ واجهاءِ، ٻنِهي ڄيرَن وِچَ ۾.",Shah Bhitai
"مَٿـٖي مَنجهان مِينهُن، پسو! پاڻِيءَ جيئن وَهي،
مُون ڀانئيو نينهن، ڄِڀِيُون سَندِيُون.",Shah Bhitai
"مَنجهان منهنجي رُوحَ، جي وَڃي ساڄَنُ وِسَرِي،
تَه مَرُ لَڳِي لُوهَه، ٿَرَ-ٻاٻِيهو ٿي مَران.",Shah Bhitai
"لَڳِي مُون کي لُوهَه، وِرِهَه واٽُون لائِيُون،
راضي جنهن سين رُوحَ، سو ڪوهِيارو ڪيچ وِيو.",Shah Bhitai
"ٽِمَنِ نيڻَ رَتُ وَهي، چُئاڪا ڪِيو،
مُون کي ڏَنءُ ڏِيو، اَئِين ٿا وَڃو، اوٺِيا!",Shah Bhitai
"امڙ وَڃِي آڻِ، چَرَخو آتَڻَ وِچَ مان،
ڪِتُيمِ جِهِين ڪاڻِ، سو ڪوهِيارو ڪيچ وِيو.",Shah Bhitai
"پَهِي ڪامَ پِڃاءِ، امڙ! منهنجي آسَري،
ڏيئي ڪِين ڪَتاءِ، مون کي نينهن نِهوڙِيو.",Shah Bhitai
"ڪَتَڻُ ٻَنِ ڪَپاهُه، کوءِ آتَڻُ، ٻَنِ جيڏِيُون!
ساڄَنُ منهنجو ساههُ، هاڃي مَنجِهه هَڻِي وِيو.",Shah Bhitai
"آتَڻِ چُونِمِ ڪَتُ، تاڻِيان تَندُ نه نِڪَري،
پاڻان روئِي رَتُ، چَرَخو مُون چِڪَ ڪِيو.",Shah Bhitai
"کوءِ هاڙهو، ٻَنِ هوتُ، کوءِ پُنهُون، ٻَنِ پِرِيتَڻُو،
مادَرِ! مُون مَوتُ، پَسَڻا پِرائِيو.",Shah Bhitai
"کوءِ ٻولي، ٻَنِ ٻَروچُ، گهورِي ذاتِ جَتَنِ جِي،
مون کي چَئِي لوچُ، پيهِي وِيا ڇَپريٖن.",Shah Bhitai
"جيئن جيئن تَپي ڏينهن، تيئن تيئن تاڻِيان پَنڌَ ۾،
هو آڳانجهو نينهن، ٻانڀَڻِ ٻَروچَنِ سين.",Shah Bhitai
"جيئن جيئن ڇِڄـٖي راتِ، تيئن تيئن تاڻي پَنڌَ ۾،
ڀورِيءَ ٻـِي نَه تاتِ، جيڪا سا جَتَنِ جِي.",Shah Bhitai
"نه ڪو ليکوئِي ٿِيو، نه ڪو تَتو ڏينهُن،
تِهان اوري نينھُن، ڇِنو آتَڻَ وارِيٖن.",Shah Bhitai
"جان جِئييٖن تان جَلُ، ڪانهي جاءِ جَلَڻَ ري،
تَتِيءَ ٿَڌِيءَ هَلُ، ڪانهي ويلَ وِهَڻَ جي.",Shah Bhitai
"تَتِيءَ ٿَڌِيءَ ڪاهه، ڪانهي ويلَ وِهَڻَ جِي،
مَتان ٿِئـٖي اُونداهِه، پيرُ نه لَهين پرينءَ جو.",Shah Bhitai
"ڪو گهمَندي گهورُ، آيُمِ ٻاروچَنِ جو،
ڇَڏيندِيَسِ ڀَنپورَ، هِنيُون هِتِ نه وِندُريٖ.",Shah Bhitai
"ڀَنڀورَ جَنِ سُکَنِ، مُون کـٖي ساٿان کارِيو،
هاڻي ساڻ ڏُکَنِ، تان ڪِين ڏُونگَرَ ڏورِيان.",Shah Bhitai
"ڀينَر! ڀَنڀوران، ڀَڄو تان اُبَهو،
اَڳـٖي اِنَ ماڳان، سَرَتِيَنِ سُورَ پِرائِيا.",Shah Bhitai
"ڀينَرُ! هِنَ ڀَنڀورَ ۾، دوزَخَ جو دُونهون،
سَوارو سُونهون، پُڇِي پُورِجِ، سَسُئِي.",Shah Bhitai
"ڀَنڀوران اُجاڙُ، سَرَتِيُون! سَکَرُ ڀانئِيان،
مُون سين تنهن پَهاڙُ، ڏُکان هَڏِ نه ڏورِيو.",Shah Bhitai
"اُجاڙان ڀَنڀَورُ، سَرَتِيُون! سَکَرُ ڀانئِيان،
آرِياڻيءَ اَتور، ڏِٺُم جِتِ اَکِيَنِ سين.",Shah Bhitai
"لَڳِي لاڳاپـٖي، ڀورِي مُنڌَ، ڀَنڀورَ جي،
پِرِين وِڃايو تي، ڏُکِي ڏوري ڏُونگَرين.",Shah Bhitai
"جَنِين ديکِيو دِل سين، پُٺِيءَ سي پييُون،
تهَ پُڻ ٿـٖي وييٖيُون، جي پُنهُونءَ پاڻُ لڪائيو.",Shah Bhitai
"لَڄايا مُونهان، ساجُهرِ تي سيڻَ وِيا،
پيٖيَنِ ڀَنڀوران، سُڌِ منهنجي ذَاتِ جِي.",Shah Bhitai
"هُيَسِ جي آئُون، ٻانهِي ٻاروچَنِ جِي،
هوند نه ڇَڏِيائون، ڏُکِيءَ کي ڏُکَنِ ۾.",Shah Bhitai
"آئُون جي هُيسِ هَڏُ، اَدِيُون! آرِيچَنِ جو،
ساٿَ لَڏِينديٖ سَڏُ، مانَ ڪوهِيارا ڪَرِينِ مُون.",Shah Bhitai
"اوٺِيَنِ اُمارو، مُون جَهلِينديٖ نه رَهيا،
ساٿِيَنِ سَوارو، ڪِيو ڪيچُ اَکِينِ ۾.",Shah Bhitai
"ساٿِي توءِ هَلَنِ، پَٿَرِ جي وارَ ڪَريان،
جيڪُسِ ٻاروچَنِ، ڪو ڏٺو عَيبُ اکين سين.",Shah Bhitai
"ساٿِيَنِ سَئِين نَه جاڳِينءَ، پوءِ ڪُـڄاڙِئا روءِ؟
اِيءَ پَرِ ڪُپَرِ هوءِ، جو هو سانگِي، تُون سُمَهين.",Shah Bhitai
"ساٿِي نَه پَسان سي، هُئمِ هِينئيٖن ٿُوڻِيُون،
هاڻي ڪَنِين جي، وَڃِيو اَڱڻِ اُڀِيان؟",Shah Bhitai
"آن ڪي ساٿِي ڏِٺَ، جي مُون ويڙهِه وِڃائِيا،
رُوئان رَتُ مَڃُٺَ، هاڻي تَنِ پِرِيَنِ کي.",Shah Bhitai
"ڪَهان، تان ڪيچان پَري، وِيهان، تان وَٽِ مُون،
ڀُلِي ڏورِيَمِ ڀُون، عَبَثُ آرِيءَ ڄامَ کي.",Shah Bhitai
"ڪَهان، تان ڪيچان پَري، سُمَهان، تان سِرَ هيٺِ،
ٻاروچي سين ڏيٺِ، جيڏِيُون! جيهِيءَ پَرِ ٿِي.",Shah Bhitai
"وَڏِي وَسَ هُئا، ٻاروچا ڀَنڀورَ ۾،
وَڃِي ڏُورِ پِيا، سانگينِ پُٺِيءَ سُپِرِينِ.",Shah Bhitai
"ڏنِي سِڪَ سَسُئِيءَ کي، ٻيلِياڻِي ٻَروچَ،
لوڪَ وِچان ئِي لوچَ، نيئِي پَهُچائـٖي پُنهُونءَ کي.",Shah Bhitai
"جيڪِي فِراقان، سو وصالان نه ٿِئـٖي،
اَچي اوطاقان، مون کي پِرِيَنِ پَري ڪِيو.",Shah Bhitai
"ڦِرِي آءُ، فِراقَ! مون کي وِصالان وِچُ پِيو،
جـٖي ٿـٖي چِڪِيُمِ چاڪَ، سي پرينءَ گَڏِجِي پُورِيا.",Shah Bhitai
"ڏيکاريسِ ڏُکَنِ، گوندرَ، گسُ پِرِيَنِ جو،
سونهائـٖي سُورَنِ، ڪِي هيڪاندِي هوتَ سين.",Shah Bhitai
"ڪَنِين ڪَنِين ماڙُهوئين، گوندرُ وَڏِي وَٿُ،
ٻَڌِي گوڏِ گَرٿُ، ساٽو ڪِجي سُورَ جو.",Shah Bhitai
"سؤ سُکَنِ ساٽـٖي ڏِيان، سِرُ پُڻِ ڏِيان سَٽِ،
جي مُون مِڙيٖ مَٽِ، ته وِرهُه وِهايان هيٖڪَڙو.",Shah Bhitai
"سَؤ سُکَنِ ڏيئِي، وِرِهُه وِهايُم هيڪَڙو،
مُون کي تنهن نيٖئِي، پيرُ ڏيکارِيو پرينءَ جو.",Shah Bhitai
"سُورَ مَ ڏي ڌُوڻ، آئُون آهيان اَڳِهِين ڪاهِرِي،
جا پَرِ پاڻِيءَ لُوڻَ، سا پَرِ منهنجـٖي ڄِندَڙيٖ.",Shah Bhitai
"سُورَ! مَ وڃيجاهُه، سَڄَڻَ جِيئن سانگِ وِيا،
پرينءَ پُڄاڻاءُ، آئُون اوهان سيٖن اورِيان.",Shah Bhitai
"سُورَنِ سانگهارو، ڪَڏِهن تان ڪونَه ڪِيو،
آيَلِ! اوڀارو، ٻاڙوڌو ٻوڙَ وَهي.",Shah Bhitai
"سانگهارو سُورَنِ، ڪڏِهن تان ڪونَه ڏِنو،
ٻائِڙَ ٻوڙَ وَهَنِ، ڪالُهوڻِئا اَڄُ گَهڻا.",Shah Bhitai
"سُورَنِ لَڌو سَجُهه، پاڻهـٖي پيهِي آئِيا،
ڪنهن کي ڏيان مَنجُهه، مَرُ تان چِڻِڪَنِ چِتَ ۾.",Shah Bhitai
"ڏُکُ لَڳو، ڏُونگَرَ ٻَرِيو، ڀينَرُ! کاڻِي ڀُون،
مَنان لاٿو مُون، سندو جِيئَڻَ آسَرو.",Shah Bhitai
"ڏُکويُون ڏيهان، جيڪُس لَڏي وِيئيُون،
هاڻي ڪَن مُلا، پُڇان پِرِيَنِ خَبَرُون.",Shah Bhitai
"ڏُکِيُون جان نَه مِڙَنِ، تان تان ڀَنَڻُ نه ٿئـٖي،
ٻِيُون هونهِين هَٿَ هَڻَنِ، رُوندِيُون رُوئَڻَ وارِيُون.",Shah Bhitai
"نَه ڪي رُوئَڻَ وارِيُون، نه ڪـٖي اوسارِينِ،
مُنهِين کي مارِينِ، مُنهِين سَندا ڏُکَڙا.",Shah Bhitai
"سُورَ وراهيان، سَرَتِيُون! جي وراهيا وَڃَن،
ٻِيُون ڪوههُ ٻُجَهنِ، جَنِ سَندا، تَنِ سامُهان.",Shah Bhitai
"مُٺِ مُٺِ سُورَنِ سَڀَڪِهِين، مُون وَٽِ وَٿاڻانِ،
ڀَرِيُون ڪِيو ڀُڻانِ، وِيا وِهائو نِڪري.",Shah Bhitai
"ڀِيڙي ڀِيڙي ٻَنڌُ، سُورائتي سَندِرو،
ڪيچَ اَڳانهُون پَنڌُ، مَتان لَڪَن سين لَڳِي مَرين.",Shah Bhitai
"ڀِيڙي ٻَنڌُ ٻِيهارَ، سُورائِتِي سَندِرو،
ڏُونگَرُ توهان ڌارَ، ڪانهَ ڏورِيندِي ڏُکَ سين.",Shah Bhitai
"ڏُکَ سُکَنِ جِي سُونهن، گهورِيا سُکَ ڏُکَن ري!
جَنِين جِيَ وِرُونهن، سَڄَڻُ آيو مان ڳريٖ.",Shah Bhitai
"پُڇَنِ سي پَسَنِ، جَڏهن تَڏهن پِرينءَ کي،
ڏورِيندِيُون ڏِسَنِ، اَڱڻَ عَجِيبَنِ جا.",Shah Bhitai
"پُڇِيوئِي تان پُورِ، ناتَه پُڇَڻُ هوءِ مَ پرينءَ کي،
ڏورَڻَ وارِيُون ڏُورِ، هَڏِ نَه اَهِينِ هوتَ کي.",Shah Bhitai
"ڏورِيان ڏورِيان مَ لَهان شالَ مَ مِلان هوتَ،
مَنَ اَندَرِ جا لوچَ، مَڇُڻِ مِلَڻَ سان ماٺِي ٿِئي.",Shah Bhitai
"ڏورِيان ڏورِيان مَ لَهان ساٿِي ڪالهُوڻا،
لاهي لاڏوڻا، سَفَرِ ڪنهن سانگِ وِيا.",Shah Bhitai
"آئُون ڏورِيئيٖن، شالَ مَ لهئيٖن، پِرِين هُئيٖن پَري،
هَڏِ نَه ساههَ سَريٖ، تَنَ تَسَلّي نَه ٿِئٖي.",Shah Bhitai
"آئُون ڏورِيئيٖن، شالَ مَ لهئيٖن، تَنَ مَ مِلين تُون،
لُونءَ لُونءَ مَنجهان مُون، لوچَ تنهنجي نَه لَهي!",Shah Bhitai
"ڇَڏِيَمِ حُجّ هَلَڻَ جِي، چَکِيَمِ چاڙهِيڪا،
اَدِيُون! آڙِيڪا، هينئَڙي پيم هوتَ سين.",Shah Bhitai
"ڇَڏِيَمِ حُجّ هَلَڻَ جِي، چاڙهِيڪَنِ چَڙهِي،
آڙِيڪَنِ اَڙِي، پَيسِ هوتَ پُنهُونءَ سين.",Shah Bhitai
"ويٺَيَسِ، وِکَ نَه اُپُڙيٖ، اَڄُ، آرِياڻِي! تون آءُ،
چُڪِيءَ تو سين چاءُ، پاسي ڀَرِ پيئِي رِڙهي.",Shah Bhitai
"جيڪا ڪَندِي نينهُن، مُون جيئن ٻَاروچَنِ سين،
سِڪَڻُ سارو ڏينهن، چَڙَهَڻُ چاڙهِيڪَنِ تي.",Shah Bhitai
"جيڪا ڪَندِي سڱُ، مُون جيئنءَ ٻاروچَنِ سين،
اَنگُهنِ چاڙهي اَڱُ، رُوندِي سا رَتَ ڦُڙا.",Shah Bhitai
"جيڪا ڏِيندِي مَنجُهه، مُون جيئنءَ ٻاروچَنِ کي،
مَٿان ڳَلَنِ هَنجُ، ڪِينَ لاهِيندِي ڪَڏهن.",Shah Bhitai
"آتَڻُ اورانگهي وِيا، اَڳَڻِ مُون اَفسوسُ،
ديوانِيءَ سين دوسُ، ساٿِي آهي سُڃَ ۾.",Shah Bhitai
"آتَڻُ اورانگهي وِيا، ڪَري ڪَميڻِي ڪيئن،
هاڻِ گُهرجي هيئن، ته ڏِجـٖي باههِ ڀَنڀَورَ کي.",Shah Bhitai
"وارو! وَڃَنِ ٿا، سيڻَ تنهنجا سَسُئِي!
هِهَڙا، ٻاروچا، ڪِينَ لَهَندِيئن ڪي ٻِيا.",Shah Bhitai
"واري، وَرائـٖي، تو پنهنجا نه ڪِيا،
ڀورِي! رَنجائـٖي، هوند نه پيئِينءَ هيتَري.",Shah Bhitai
"جِئان واري وَڳَ، اوٺِي ٿِيا ڇُلِنگِيُون،
مَٿي تنهن مارَڳَ، پَئِي پُرزا نه ٿِييٖن؟",Shah Bhitai
"دُکائِيندِي دُونهَڙا، مُنڌَ! سيڻائِي وَڃَ،
پِرِياڻُو مَ ڀَڃُ، ساٿُ چَڙهَندو لَڪِيين.",Shah Bhitai
"ڇِڄُ مَ قَطاران، ساٿُ چَڙهندو لَڪِيين،
مَڇُڻِ ٿِئـٖي پُئان، وَڳَ واٽَ ئِي نه لَهين.",Shah Bhitai
"ڪا جا ڪِيائُون، وائِي واري وِنگُڙِي،
آيَلِ! تنهن آئُون، ٻولِيءَ ٻاتاڙِي ڪِئِي.",Shah Bhitai
"وائي واري وِنگُڙي، ٻولِي ٻِي نه ڪَنِ،
اَلا! ڪيچَ ڌَڻِيَنِ، مُون سين پوءِ مَ مامِرو.",Shah Bhitai
"ڪا جا آندِي ڪيچِيين وَڻِڪارا وائِي،
سُڻِي مُون سائِي، نيڻين نِنڊَ وِهُ ٿِئـٖي.",Shah Bhitai
"پُڇِيوئِي جان دوستُ، تان پاسي ڪَرِ پَرِهيزَ کي،
جَنِين ڏِٺو هوتُ، تَنِ دِينَ سَڀـٖيئِي دُورِ ڪِيا.",Shah Bhitai
